Type,ID,Description
Sentence,s482,"The only large, well-conducted, randomized clinical trial of BSE randomly assigned 266,064 women factory workers in Shanghai to receive either BSE instruction with reinforcement and encouragement, or instruction on the prevention of lower back pain"
Sentence,s483,"For example, one study reported that the recall rate is twice as high in the United States as it is in the United Kingdom, yet there is no difference in the rate of cancers detected"
Sentence,s484,"Another study examined the usefulness of adding CBE to screening mammography; among 61,688 women older than 40 years and screened by mammography and CBE, sensitivity for mammography was 78%, and combined mammography-CBE sensitivity was 82%"
Sentence,s485,"Ecologic studies from the United States and the United Kingdom demonstrate an increase in DCIS and invasive breast cancer incidence since the 1970s, attributable to the widespread adoption of both postmenopausal hormone therapy and screening mammography"
Sentence,s486,"A study of screening in women with a positive family history of breast cancer showed that, after a normal initial evaluation, the patient herself or her clinician performing a CBE identified more cancers than did mammography"
Sentence,s487,A review of the literature and expert opinion by the European Group for Breast Cancer Screening concluded that “there is little evidence to support the use of ultrasound in population breast cancer screening at any age.”
Sentence,s488,"This difference in all-cause mortality was four times greater than the breast cancer mortality in the control group, and therefore, may account for the higher breast cancer mortality in the control group compared with screened women"
Sentence,s489,"A well-conducted ecologic study compared three pairs of neighboring European countries, matched on similarity in health care systems and population structure, one of which had started a national screening program some years earlier than the others"
Sentence,s490,"About 10% of women screened will be recalled for additional evaluation; more than 80% of these will be considered normal or benign after a full diagnostic workup, which may include additional mammographic views, ultrasound, or both"
Sentence,s491,An important issue in all of these studies is the extent to which they can control for additional effects on breast cancer mortality such as improved treatment and heightened awareness of breast cancer in the community
Sentence,s492,"Other risk factors for breast cancer include an inherited predisposition ( BRCA1 or BRCA2 , and others); early age at menarche and late age at first birth; and previous breast biopsies showing benign proliferative breast disease"
Sentence,s493,"Some of these women will die of breast cancer in spite of mammographic detection and optimal therapy, and some may live long enough to die of other causes even if the cancer had not been screen detected"
Sentence,s494,"Although the number of invasive breast cancers diagnosed in the two groups was about the same, women in the instruction group had more breast biopsies and more benign lesions diagnosed than did women in the control group"
Sentence,s495,"Efforts to reduce bias in the attribution of mortality cause have been made, including the use of a blinded monitoring committee (New York) and a linkage to independent data sources, such as national mortality registries (Swedish trials)"
Sentence,s496,A 2009 combined analysis by six Cancer Intervention and Surveillance Modeling Network modeling groups found that screening every 2 years maintained an average of 81% of the benefit of annual screening with almost half the false-positive results
Sentence,s497,"There was great variation in results among the studies, with four studies finding a relative reduction in breast cancer mortality of 33% or more (with wide CIs) and five studies finding no reduction in breast cancer mortality"
Sentence,s498,"The proportion of reduction in breast cancer mortality maintained in moving from annual to biennial screening for women aged 50 to 74 years ranged across the six models from 72% to 95%, with a median of 80%"
Sentence,s499,"One trial, the Canadian National Breast Screening Study (NBSS)-2, compared mammogram plus clinical breast examination (CBE) with CBE alone; the other eight trials compared screening mammogram with or without CBE to a control consisting of usual care"
Sentence,s500,"Although the grade and node status were similar in both groups, more cancers of slightly smaller size were detected in the annual screening group, with a lead time of approximately 7 months in comparison with triennial screening"
Sentence,s501,"Modeling makes assumptions that may not be correct; however, the credibility of modeling is greater when the model produces overall results that are consistent with randomized trials overall and when the model is used to interpolate or extrapolate"
Sentence,s502,"In a retrospective study of 939 patients with 1,042 mammographically detected lesions who underwent core needle biopsy or surgical needle localization under x-ray guidance, sensitivity for malignancy was greater than 95% and the specificity was greater than 90%"
Sentence,s503,"One systematic review of observational studies of women exposed to large doses (≥20 Gy) of chest radiation before age 30 years found standardized incidence ratios of 13.3 to 55.5 for breast cancer, with no plateau with increasing age"
Sentence,s504,The commonly quoted risk of one in eight women who will be diagnosed with breast cancer is based on lifetime risk of a diagnosis (not death) starting from birth and does not account for the woman’s current age
Sentence,s505,"Cancers with longer preclinical durations are, by definition, present during more opportunities for discovery and therefore are more likely to be detected by screening; these cancers tend to be slow growing and to have better prognoses, irrespective of screening"
Sentence,s506,"The positive predictive value (PPV) of an abnormal screening mammogram in this population was 6.3% for women aged 40 to 49 years, 6.6% for women aged 50 to 59 years, and 7.8% for women aged 60 to 69 years"
Sentence,s507,The Canadian National Breast Screening Study (NBSS) compared high-quality CBE plus mammography to CBE alone in women aged 50 to 59 years (refer to the Clinical Breast Examination section in the Overview section of this summary for more information)
Sentence,s508,"Higher interpretive accuracy of screening mammography was seen at facilities that offered screening examinations alone, included a breast imaging specialist on staff, did single as opposed to double readings, and reviewed interpretive audits two or more times each year"
Sentence,s509,Women with radiologically dense breasts (heterogeneously dense or extremely dense in the terminology of the Breast Imaging Reporting and Data System [BI-RADS]) have a threefold to sixfold increased risk of breast cancer compared with women who have fatty breasts
Sentence,s510,"The limitations are best described as false-positives (related to the specificity of the test), overdiagnosis (true-positives that will not become clinically significant), false-negatives (related to the sensitivity of the test), discomfort associated with the test, radiation risk and anxiety"
Sentence,s511,"Intervention: Invited group aged 48 years and younger offered annual screening by MMG (double-view first screen, then single mediolateral oblique view thereafter); 68% accepted screening on first screen and 69% to 70% were reinvited (81% attended at least one screen)"
Sentence,s512,"The cumulative lifetime incidence decreases with advancing age because the longer a woman lives without a breast cancer diagnosis, the lower her lifetime risk compared to a younger woman who might develop breast cancer at a younger or older age"
Sentence,s513,"This summary covers the topic of breast cancer screening and includes information about breast cancer incidence and mortality, risk factors for breast cancer, the process of breast cancer diagnosis, and the benefits and harms of various breast cancer screening modalities"
Sentence,s514,"In 2000, the National Cancer Institute formed a consortium of modeling groups (Cancer Intervention and Surveillance Modeling [CISNET]) to address the relative contribution of screening and adjuvant therapy to the observed decline in breast cancer mortality in the United States"
Sentence,s515,"The frequency of cancer diagnosis, stage, interval cancers, and breast cancer mortality were similar in the two groups and compared favorably with other trials of mammography alone, perhaps because of the careful training and supervision of the health professionals performing CBE"
Sentence,s516,"Some authors include DCIS with invasive breast cancer statistics, but others argue that the term be replaced by ductal intraepithelial neoplasia, similar to the terminology used for cervical and prostate precursor lesions, and that breast cancer statistics exclude these DCIS cases"
Sentence,s517,"A second DMIST report found that film mammography had a higher AUC in women aged 65 years and older (AUC 0.88 for film; AUC 0.70 for digital; P = .025); however, it was not statistically significant when the multiple comparisons were considered"
Sentence,s518,"It has been promoted as a screening test for breast cancer among women at elevated risk of breast cancer based on BRCA 1/2 mutation carriers, a strong family history of breast cancer, or several genetic syndromes such as Li-Fraumeni or Cowden disease"
Sentence,s519,"One might expect that if screening identifies cancers before they cause clinical symptoms, then the period of screening will be followed by a period of compensatory decline in cancer rates, either in annual population incidence rates or in incidence rates in older women"
Sentence,s520,"The investigators estimated the operating characteristics for CBE alone; for 19,965 women aged 50 to 59 years, sensitivity was 83%, 71%, 57%, 83%, and 77% for years 1, 2, 3, 4, and 5 of the trial, respectively; specificity ranged between 88% and 96%"
Sentence,s521,Randomization: Complex; cluster randomly assigned within birth year by day of birth for older group (aged 50–59 years) and by individual for younger group (aged 39–49 years); ratio of study to control varied by year depending on MMG availability (randomization took place 1982–1984)
Sentence,s522,"False-positive rates are also higher at facilities serving vulnerable women (women of racial or ethnic minorities and women with lower educational attainment, limited household income, or rural residence) than at facilities serving nonvulnerable women, perhaps because of poorer compliance with recommendations for follow-up examinations"
Sentence,s523,"A telephone survey of 308 women performed 3 months after screening mammography revealed that about one-fourth of the 68 women with a “suspicious” result were still experiencing worry that affected their mood or functioning, even though subsequent testing had ruled out a cancer diagnosis"
Sentence,s524,"The Million Women Study in the United Kingdom revealed three patient characteristics that were associated with decreased sensitivity and specificity of screening mammograms in women aged 50 to 64 years: use of postmenopausal hormone therapy, prior breast surgery, and body mass index below 25"
Sentence,s525,"The Canadian National Breast Screening Study-2 of women aged 50 to 59 years found a fourfold increase in DCIS cases in women screened by clinical breast examination (CBE) plus mammography compared with those screened by CBE alone, with no difference in breast cancer mortality"
Sentence,s526,"The most important bias in this study is that the advent of screening in these counties occurred over a period during which dramatic improvements in the effectiveness of adjuvant breast cancer therapy were being made, changes which were not addressed by the study authors"
Sentence,s527,"Lead-time bias: Survival time for a cancer found mammographically includes the time between detection and the time when the cancer would have been detected because of clinical symptoms, but this time is not included in the survival time of cancers found because of symptoms"
Sentence,s528,"Whereas reproductive factors such as age at first full-term birth, parity, and duration of lactation accounted for some of the ethnic differences in breast cancer incidence for postmenopausal women, there was no evidence that these factors played a role in the differences for premenopausal patients"
Sentence,s529,"The sensitivity of mammography (refer to the Breast Cancer Screening Concepts section of this summary for more information) ranges from 70% to 90%, depending on a woman’s age and the density of her breasts, which is affected by her genetic predisposition, hormone status, and diet"
Sentence,s530,"Because only a part of the overall reduction in breast cancer mortality could possibly be attributed to screening, the review concluded that any relative reduction in breast cancer mortality due to screening would likely be no more than 10%, less than predicted by the RCTs"
Sentence,s531,"However, no compensatory drop in incidence rates has ever been seen following the adoption of screening, suggesting that screening leads to overdiagnosis—the identification of clinically insignificant cancers (refer to the Overdiagnosis section in the Harms of Screening Mammography section of this summary for more information)"
Sentence,s532,"Similarly, an examination of the breast cancers found in three randomized screening trials (Health Insurance Plan, National Breast Screening Study [NBSS]-1, and NBSS-2) accounted for stage, nodal status, and tumor size and determined that patients whose cancer was found via screening have a more favorable prognosis"
Sentence,s533,"Third, and last, a case-control study nested within the Canadian NBSS compared self-reported BSE frequency before enrollment with breast cancer mortality. Women who examined their breasts visually, used their finger pads for palpation, and used their three middle fingers had a lower breast cancer mortality rates"
Sentence,s534,"One such effort analyzed a series of 706 DCIS patients who were monitored to develop the University of Southern California/Van Nuys Prognostic Scoring Index, which defines the risk of recurrent DCIS and invasive cancer among women with DCIS based on age, margin width, tumor size, and grade"
Sentence,s535,"The relative risk (RR) of detecting localized breast cancer was 3.3 (95% CI, 3.1–3.5) among screened women. Diagnosis of metastatic cancer was reduced among screened women (RR = 0.57), suggesting a benefit of mammography screening in elderly women, though it comes with an increased risk of overdiagnosis"
Sentence,s536,"The 5-year relative survival rate for localized disease was 99.3% for white women and 92.6% for black women; for regional disease, it was 85.2% for white women and 72% for black women; and for distant disease, it was 24.7% for white women and 14.8% for black women"
Sentence,s537,"Because all studies of MRI screening are observational, none can assess morbidity, survival, or mortality, compared with other screening modalities, though it is likely that MRI screening results in overdiagnosis (refer to the Overdiagnosis section in the Harms of Screening Mammography section of this summary for more information)"
Sentence,s538,"After adjusting for changes in incidence due to hormone therapy and other undefined causes, the authors concluded that the screening effect on breast cancer mortality reduction (28% during this period) was small, and that overdiagnosis of breast cancer was likely between 22% and 31% of all diagnosed breast cancers"
Sentence,s539,"In a large U.S. cohort study that was included in the meta-analysis, sensitivity for women younger than 50 years was 75.7% (95% CI, 71.7–79.3) for film mammography and 82.4% (95% CI, 76.3–87.5) for digital mammography; specificity was 89.7% (95% CI, 89.6–89.8) for film and 88.0% (95% CI, 88.2–87.8) for digital"
Sentence,s540,"Breast magnetic resonance imaging (MRI) may be used in women for diagnostic evaluation, including evaluating the integrity of silicone breast implants, assessing palpable masses following surgery or radiation therapy, detecting mammographically and sonographically occult breast cancer in patients with axillary nodal metastasis, and preoperative planning for some patients with known breast cancer"
Sentence,s541,"An audit of mammograms performed in 1998 at a single institution revealed that 14.7% of examinations resulted in a recommendation for additional testing (Breast Imaging Reporting and Data System category 0), 1.8% resulted in a recommendation for biopsy (categories 4 and 5), and 5.7% resulted in a recommendation for short-term interval mammography (category 3)"
Sentence,s542,"The association among women at increased risk due to a family history of breast cancer or a previous breast biopsy (OR = 0.74; 95% confidence interval [CI], 0.50–1.03) was stronger than that among women at average risk (OR = 0.96; 95% CI, 0.80–1.14), but the difference was not statistically significant ( P = .17)"
Sentence,s543,"A large observational study found a slightly increased risk of late-stage disease at diagnosis for women in their 40s who were adhering to a 2-year versus a 1-year schedule (28% vs 21%; odds ratio (OR) = 1.35; 95% confidence interval [CI], 1.01–1.81), but no difference was seen for women in their 50s or 60s"
Sentence,s544,"Although the RCTs of screening have addressed the issue of screening efficacy (i.e., the extent to which screening reduces breast cancer mortality under the ideal conditions of an RCT), they do not provide information about the effectiveness of screening (i.e., the extent to which screening is reducing breast cancer mortality in the U.S. population)"
Sentence,s545,"Another study that compared the characteristics of 279 screen-detected cancers with those of 150 interval cancers found that interval cancers were much more likely to occur in women younger than 50 years and to be of mucinous or lobular histology; or to have high histologic grade, high proliferative activity, relatively benign features mammographically and/or to lack calcifications"
Sentence,s546,"A meta-analysis of RCTs conducted for the U.S. Preventive Services Task Force in 2009 (including the AGE Trial) found that the number needed to invite to screen for 10 years to avoid or delay one death from breast cancer was 1,904 for women in their 40s, 1,339 for women in their 50s, and 377 for women in their 60s"
Sentence,s547,"Overdiagnosis and Resulting Treatment of Insignificant Cancers : Diagnosis of cancers that would otherwise never have caused symptoms or death in a woman’s lifetime can expose a woman to the immediate risks of therapy (surgical deformity or toxicities from radiation therapy, hormone therapy, or chemotherapy), late sequelae (lymphedema), and late effects of therapeutic radiation (new cancers, scarring, or cardiac toxicity)"
Sentence,s548,"Cumulative risk of at least one false-positive by the ninth mammogram varied from 5% to 100%, depending on four patient variables (younger age, higher number of previous breast biopsies, family history of breast cancer, and current estrogen use) and three radiologic variables (longer time between screenings, failure to compare the current and previous mammograms, and the individual radiologist’s tendency to interpret mammograms as abnormal)"
Sentence,s549,"A subsequent analysis and modeling of data from the same cohort of women, all of whom were continuously enrolled in the Harvard Pilgrim Health Care plan from July 1983 through June 1995, estimated that the risk of having at least one false-positive mammogram was 7.4% (95% confidence interval [CI], 6.4%–8.5%) at the first mammogram, 26.0% (95% CI, 24.0%–28.2%) by the fifth mammogram, and 43.1% (95% CI, 36.6%–53.6%) by the ninth mammogram"
